Collection,Ballot id,Contest,Selections
AllBallots,bid12523,Aurora2K,Yes
AllBallots,bid12524,Aurora2K,No
AllBallots,bid12525,Aurora2K,No
AllBallots,bid12526,Aurora2K,No
AllBallots,bid12527,Aurora2K,No
AllBallots,bid12528,Aurora2K,Yes
AllBallots,bid12529,Aurora2K,Yes
AllBallots,bid12530,Aurora2K,No
AllBallots,bid12531,Aurora2K,No
AllBallots,bid12532,Aurora2K,Yes
AllBallots,bid12533,Aurora2K,No
AllBallots,bid12534,Aurora2K,No
AllBallots,bid12535,Aurora2K,No
AllBallots,bid12536,Aurora2K,No
AllBallots,bid12537,Aurora2K,No
AllBallots,bid12538,Aurora2K,No
AllBallots,bid12539,Aurora2K,Yes
AllBallots,bid12540,Aurora2K,Yes
AllBallots,bid12541,Aurora2K,No
AllBallots,bid12542,Aurora2K,Yes
AllBallots,bid12543,Aurora2K,No
AllBallots,bid12544,Aurora2K,No
AllBallots,bid12545,Aurora2K,No
AllBallots,bid12546,Aurora2K,Yes
AllBallots,bid12547,Aurora2K,Yes
AllBallots,bid12548,Aurora2K,Yes
AllBallots,bid12549,Aurora2K,Yes
AllBallots,bid12550,Aurora2K,Yes
AllBallots,bid12551,Aurora2K,Yes
AllBallots,bid12552,Aurora2K,Yes
AllBallots,bid12553,Aurora2K,Yes
AllBallots,bid12554,Aurora2K,No
AllBallots,bid12555,Aurora2K,No
AllBallots,bid12556,Aurora2K,No
AllBallots,bid12557,Aurora2K,No
AllBallots,bid12558,Aurora2K,Yes
AllBallots,bid12559,Aurora2K,Yes
AllBallots,bid12560,Aurora2K,Yes
AllBallots,bid12561,Aurora2K,Yes
AllBallots,bid12562,Aurora2K,No
AllBallots,bid12563,Aurora2K,Yes
AllBallots,bid12564,Aurora2K,No
AllBallots,bid12565,Aurora2K,Yes
AllBallots,bid12566,Aurora2K,Yes
AllBallots,bid12567,Aurora2K,Yes
AllBallots,bid12568,Aurora2K,No
AllBallots,bid12569,Aurora2K,Yes
AllBallots,bid12570,Aurora2K,Yes
AllBallots,bid12571,Aurora2K,No
AllBallots,bid12572,Aurora2K,No
AllBallots,bid12573,Aurora2K,No
AllBallots,bid12574,Aurora2K,Yes
AllBallots,bid12575,Aurora2K,Yes
AllBallots,bid12576,Aurora2K,No
AllBallots,bid12577,Aurora2K,Yes
AllBallots,bid12578,Aurora2K,No
AllBallots,bid12579,Aurora2K,Yes
AllBallots,bid12580,Aurora2K,No
AllBallots,bid12581,Aurora2K,No
AllBallots,bid12582,Aurora2K,No
AllBallots,bid12583,Aurora2K,No
AllBallots,bid12584,Aurora2K,Yes
AllBallots,bid12585,Aurora2K,No
AllBallots,bid12586,Aurora2K,No
AllBallots,bid12587,Aurora2K,Yes
AllBallots,bid12588,Aurora2K,No
AllBallots,bid12589,Aurora2K,No
AllBallots,bid12590,Aurora2K,Yes
AllBallots,bid12591,Aurora2K,Yes
AllBallots,bid12592,Aurora2K,No
AllBallots,bid12593,Aurora2K,Yes
AllBallots,bid12594,Aurora2K,No
AllBallots,bid12595,Aurora2K,Yes
AllBallots,bid12596,Aurora2K,Yes
AllBallots,bid12597,Aurora2K,No
AllBallots,bid12598,Aurora2K,Yes
AllBallots,bid12599,Aurora2K,No
AllBallots,bid12600,Aurora2K,Yes
AllBallots,bid12601,Aurora2K,No
AllBallots,bid12602,Aurora2K,Yes
AllBallots,bid12603,Aurora2K,No
AllBallots,bid12604,Aurora2K,Yes
AllBallots,bid12605,Aurora2K,Yes
AllBallots,bid12606,Aurora2K,No
AllBallots,bid12607,Aurora2K,No
AllBallots,bid12608,Aurora2K,No
AllBallots,bid12609,Aurora2K,Yes
AllBallots,bid12610,Aurora2K,Yes
AllBallots,bid12611,Aurora2K,No
AllBallots,bid12612,Aurora2K,Yes
AllBallots,bid12613,Aurora2K,No
AllBallots,bid12614,Aurora2K,No
AllBallots,bid12615,Aurora2K,No
AllBallots,bid12616,Aurora2K,No
AllBallots,bid12617,Aurora2K,Yes
AllBallots,bid12618,Aurora2K,No
AllBallots,bid12619,Aurora2K,No
AllBallots,bid12620,Aurora2K,Yes
AllBallots,bid12621,Aurora2K,Yes
AllBallots,bid12622,Aurora2K,Yes
AllBallots,bid12623,Aurora2K,No
AllBallots,bid12624,Aurora2K,Yes
AllBallots,bid12625,Aurora2K,No
AllBallots,bid12626,Aurora2K,Yes
AllBallots,bid12627,Aurora2K,No
AllBallots,bid12628,Aurora2K,Yes
AllBallots,bid12629,Aurora2K,No
AllBallots,bid12630,Aurora2K,Yes
AllBallots,bid12631,Aurora2K,No
AllBallots,bid12632,Aurora2K,Yes
AllBallots,bid12633,Aurora2K,Yes
AllBallots,bid12634,Aurora2K,No
AllBallots,bid12635,Aurora2K,Yes
AllBallots,bid12636,Aurora2K,Yes
AllBallots,bid12637,Aurora2K,Yes
AllBallots,bid12638,Aurora2K,Yes
AllBallots,bid12639,Aurora2K,No
AllBallots,bid12640,Aurora2K,No
AllBallots,bid12641,Aurora2K,No
AllBallots,bid12642,Aurora2K,No
AllBallots,bid12643,Aurora2K,Yes
AllBallots,bid12644,Aurora2K,Yes
AllBallots,bid12645,Aurora2K,No
AllBallots,bid12646,Aurora2K,No
AllBallots,bid12647,Aurora2K,No
AllBallots,bid12648,Aurora2K,Yes
AllBallots,bid12649,Aurora2K,No
AllBallots,bid12650,Aurora2K,Yes
AllBallots,bid12651,Aurora2K,No
AllBallots,bid12652,Aurora2K,Yes
AllBallots,bid12653,Aurora2K,No
AllBallots,bid12654,Aurora2K,Yes
AllBallots,bid12655,Aurora2K,No
AllBallots,bid12656,Aurora2K,No
AllBallots,bid12657,Aurora2K,No
AllBallots,bid12658,Aurora2K,Yes
AllBallots,bid12659,Aurora2K,No
AllBallots,bid12660,Aurora2K,Yes
AllBallots,bid12661,Aurora2K,No
AllBallots,bid12662,Aurora2K,No
AllBallots,bid12663,Aurora2K,Yes
AllBallots,bid12664,Aurora2K,No
AllBallots,bid12665,Aurora2K,Yes
AllBallots,bid12666,Aurora2K,Yes
AllBallots,bid12667,Aurora2K,No
AllBallots,bid12668,Aurora2K,Yes
AllBallots,bid12669,Aurora2K,Yes
AllBallots,bid12670,Aurora2K,Yes
AllBallots,bid12671,Aurora2K,Yes
AllBallots,bid12672,Aurora2K,No
AllBallots,bid12673,Aurora2K,No
AllBallots,bid12674,Aurora2K,Yes
AllBallots,bid12675,Aurora2K,No
AllBallots,bid12676,Aurora2K,Yes
AllBallots,bid12677,Aurora2K,No
AllBallots,bid12678,Aurora2K,No
AllBallots,bid12679,Aurora2K,Yes
AllBallots,bid12680,Aurora2K,No
AllBallots,bid12681,Aurora2K,Yes
AllBallots,bid12682,Aurora2K,Yes
AllBallots,bid12683,Aurora2K,No
AllBallots,bid12684,Aurora2K,No
AllBallots,bid12685,Aurora2K,No
AllBallots,bid12686,Aurora2K,No
AllBallots,bid12687,Aurora2K,No
AllBallots,bid12688,Aurora2K,Yes
AllBallots,bid12689,Aurora2K,Yes
AllBallots,bid12690,Aurora2K,Yes
AllBallots,bid12691,Aurora2K,No
AllBallots,bid12692,Aurora2K,Yes
AllBallots,bid12693,Aurora2K,Yes
AllBallots,bid12694,Aurora2K,No
AllBallots,bid12695,Aurora2K,No
AllBallots,bid12696,Aurora2K,No
AllBallots,bid12697,Aurora2K,Yes
AllBallots,bid12698,Aurora2K,No
AllBallots,bid12699,Aurora2K,No
AllBallots,bid12700,Aurora2K,Yes
AllBallots,bid12701,Aurora2K,Yes
AllBallots,bid12702,Aurora2K,No
AllBallots,bid12703,Aurora2K,Yes
AllBallots,bid12704,Aurora2K,No
AllBallots,bid12705,Aurora2K,No
AllBallots,bid12706,Aurora2K,No
AllBallots,bid12707,Aurora2K,No
AllBallots,bid12708,Aurora2K,Yes
AllBallots,bid12709,Aurora2K,No
AllBallots,bid12710,Aurora2K,Yes
AllBallots,bid12711,Aurora2K,Yes
AllBallots,bid12712,Aurora2K,Yes
AllBallots,bid12713,Aurora2K,Yes
AllBallots,bid12714,Aurora2K,No
AllBallots,bid12715,Aurora2K,Yes
AllBallots,bid12716,Aurora2K,No
AllBallots,bid12717,Aurora2K,No
AllBallots,bid12718,Aurora2K,No
AllBallots,bid12719,Aurora2K,No
AllBallots,bid12720,Aurora2K,No
AllBallots,bid12721,Aurora2K,No
AllBallots,bid12722,Aurora2K,No
AllBallots,bid12723,Aurora2K,No
AllBallots,bid12724,Aurora2K,No
AllBallots,bid12725,Aurora2K,No
AllBallots,bid12726,Aurora2K,Yes
AllBallots,bid12727,Aurora2K,Yes
AllBallots,bid12728,Aurora2K,Yes
AllBallots,bid12729,Aurora2K,No
AllBallots,bid12730,Aurora2K,Yes
AllBallots,bid12731,Aurora2K,Yes
AllBallots,bid12732,Aurora2K,Yes
AllBallots,bid12733,Aurora2K,No
AllBallots,bid12734,Aurora2K,No
AllBallots,bid12735,Aurora2K,Yes
AllBallots,bid12736,Aurora2K,Yes
AllBallots,bid12737,Aurora2K,Yes
AllBallots,bid12738,Aurora2K,Yes
AllBallots,bid12739,Aurora2K,Yes
AllBallots,bid12740,Aurora2K,No
AllBallots,bid12741,Aurora2K,Yes
AllBallots,bid12742,Aurora2K,No
AllBallots,bid12743,Aurora2K,No
AllBallots,bid12744,Aurora2K,Yes
AllBallots,bid12745,Aurora2K,No
AllBallots,bid12746,Aurora2K,Yes
AllBallots,bid12747,Aurora2K,No
AllBallots,bid12748,Aurora2K,Yes
AllBallots,bid12749,Aurora2K,Yes
AllBallots,bid12750,Aurora2K,No
AllBallots,bid12751,Aurora2K,No
AllBallots,bid12752,Aurora2K,Yes
AllBallots,bid12753,Aurora2K,No
AllBallots,bid12754,Aurora2K,Yes
AllBallots,bid12755,Aurora2K,Yes
AllBallots,bid12756,Aurora2K,Yes
AllBallots,bid12757,Aurora2K,No
AllBallots,bid12758,Aurora2K,Yes
AllBallots,bid12759,Aurora2K,No
AllBallots,bid12760,Aurora2K,Yes
AllBallots,bid12761,Aurora2K,No
AllBallots,bid12762,Aurora2K,Yes
AllBallots,bid12763,Aurora2K,Yes
AllBallots,bid12764,Aurora2K,Yes
AllBallots,bid12765,Aurora2K,No
AllBallots,bid12766,Aurora2K,No
AllBallots,bid12767,Aurora2K,No
AllBallots,bid12768,Aurora2K,Yes
AllBallots,bid12769,Aurora2K,No
AllBallots,bid12770,Aurora2K,Yes
AllBallots,bid12771,Aurora2K,No
AllBallots,bid12772,Aurora2K,No
AllBallots,bid12773,Aurora2K,No
AllBallots,bid12774,Aurora2K,Yes
AllBallots,bid12775,Aurora2K,Yes
AllBallots,bid12776,Aurora2K,Yes
AllBallots,bid12777,Aurora2K,Yes
AllBallots,bid12778,Aurora2K,Yes
AllBallots,bid12779,Aurora2K,Yes
AllBallots,bid12780,Aurora2K,Yes
AllBallots,bid12781,Aurora2K,Yes
AllBallots,bid12782,Aurora2K,Yes
AllBallots,bid12783,Aurora2K,No
AllBallots,bid12784,Aurora2K,Yes
AllBallots,bid12785,Aurora2K,No
AllBallots,bid12786,Aurora2K,No
AllBallots,bid12787,Aurora2K,No
AllBallots,bid12788,Aurora2K,Yes
AllBallots,bid12789,Aurora2K,Yes
AllBallots,bid12790,Aurora2K,Yes
AllBallots,bid12791,Aurora2K,No
AllBallots,bid12792,Aurora2K,No
AllBallots,bid12793,Aurora2K,No
AllBallots,bid12794,Aurora2K,No
AllBallots,bid12795,Aurora2K,No
AllBallots,bid12796,Aurora2K,Yes
AllBallots,bid12797,Aurora2K,Yes
AllBallots,bid12798,Aurora2K,No
AllBallots,bid12799,Aurora2K,No
AllBallots,bid12800,Aurora2K,Yes
AllBallots,bid12801,Aurora2K,No
AllBallots,bid12802,Aurora2K,No
AllBallots,bid12803,Aurora2K,Yes
AllBallots,bid12804,Aurora2K,No
AllBallots,bid12805,Aurora2K,Yes
AllBallots,bid12806,Aurora2K,Yes
AllBallots,bid12807,Aurora2K,Yes
AllBallots,bid12808,Aurora2K,No
AllBallots,bid12809,Aurora2K,No
AllBallots,bid12810,Aurora2K,No
AllBallots,bid12811,Aurora2K,Yes
AllBallots,bid12812,Aurora2K,Yes
AllBallots,bid12813,Aurora2K,No
AllBallots,bid12814,Aurora2K,Yes
AllBallots,bid12815,Aurora2K,Yes
AllBallots,bid12816,Aurora2K,Yes
AllBallots,bid12817,Aurora2K,Yes
AllBallots,bid12818,Aurora2K,No
AllBallots,bid12819,Aurora2K,No
AllBallots,bid12820,Aurora2K,Yes
AllBallots,bid12821,Aurora2K,Yes
AllBallots,bid12822,Aurora2K,Yes
AllBallots,bid12823,Aurora2K,Yes
AllBallots,bid12824,Aurora2K,Yes
AllBallots,bid12825,Aurora2K,Yes
AllBallots,bid12826,Aurora2K,No
AllBallots,bid12827,Aurora2K,No
AllBallots,bid12828,Aurora2K,No
AllBallots,bid12829,Aurora2K,Yes
AllBallots,bid12830,Aurora2K,Yes
AllBallots,bid12831,Aurora2K,No
AllBallots,bid12832,Aurora2K,Yes
AllBallots,bid12833,Aurora2K,Yes
AllBallots,bid12834,Aurora2K,No
AllBallots,bid12835,Aurora2K,No
AllBallots,bid12836,Aurora2K,Yes
AllBallots,bid12837,Aurora2K,Yes
AllBallots,bid12838,Aurora2K,Yes
AllBallots,bid12839,Aurora2K,Yes
AllBallots,bid12840,Aurora2K,No
AllBallots,bid12841,Aurora2K,Yes
AllBallots,bid12842,Aurora2K,Yes
AllBallots,bid12843,Aurora2K,No
AllBallots,bid12844,Aurora2K,Yes
AllBallots,bid12845,Aurora2K,Yes
AllBallots,bid12846,Aurora2K,No
AllBallots,bid12847,Aurora2K,No
AllBallots,bid12848,Aurora2K,No
AllBallots,bid12849,Aurora2K,No
AllBallots,bid12850,Aurora2K,No
AllBallots,bid12851,Aurora2K,Yes
AllBallots,bid12852,Aurora2K,No
AllBallots,bid12853,Aurora2K,Yes
AllBallots,bid12854,Aurora2K,No
AllBallots,bid12855,Aurora2K,Yes
AllBallots,bid12856,Aurora2K,No
AllBallots,bid12857,Aurora2K,Yes
AllBallots,bid12858,Aurora2K,No
AllBallots,bid12859,Aurora2K,No
AllBallots,bid12860,Aurora2K,Yes
AllBallots,bid12861,Aurora2K,Yes
AllBallots,bid12862,Aurora2K,Yes
AllBallots,bid12863,Aurora2K,No
AllBallots,bid12864,Aurora2K,No
AllBallots,bid12865,Aurora2K,No
AllBallots,bid12866,Aurora2K,No
AllBallots,bid12867,Aurora2K,Yes
AllBallots,bid12868,Aurora2K,Yes
AllBallots,bid12869,Aurora2K,Yes
AllBallots,bid12870,Aurora2K,No
AllBallots,bid12871,Aurora2K,Yes
AllBallots,bid12872,Aurora2K,Yes
AllBallots,bid12873,Aurora2K,Yes
AllBallots,bid12874,Aurora2K,Yes
AllBallots,bid12875,Aurora2K,No
AllBallots,bid12876,Aurora2K,Yes
AllBallots,bid12877,Aurora2K,Yes
AllBallots,bid12878,Aurora2K,Yes
AllBallots,bid12879,Aurora2K,No
AllBallots,bid12880,Aurora2K,Yes
AllBallots,bid12881,Aurora2K,Yes
AllBallots,bid12882,Aurora2K,No
AllBallots,bid12883,Aurora2K,Yes
AllBallots,bid12884,Aurora2K,No
AllBallots,bid12885,Aurora2K,Yes
AllBallots,bid12886,Aurora2K,Yes
AllBallots,bid12887,Aurora2K,Yes
AllBallots,bid12888,Aurora2K,Yes
AllBallots,bid12889,Aurora2K,Yes
AllBallots,bid12890,Aurora2K,Yes
AllBallots,bid12891,Aurora2K,No
AllBallots,bid12892,Aurora2K,No
AllBallots,bid12893,Aurora2K,No
AllBallots,bid12894,Aurora2K,Yes
AllBallots,bid12895,Aurora2K,No
AllBallots,bid12896,Aurora2K,Yes
AllBallots,bid12897,Aurora2K,No
AllBallots,bid12898,Aurora2K,No
AllBallots,bid12899,Aurora2K,Yes
AllBallots,bid12900,Aurora2K,Yes
AllBallots,bid12901,Aurora2K,No
AllBallots,bid12902,Aurora2K,Yes
AllBallots,bid12903,Aurora2K,No
AllBallots,bid12904,Aurora2K,No
AllBallots,bid12905,Aurora2K,No
AllBallots,bid12906,Aurora2K,No
AllBallots,bid12907,Aurora2K,No
AllBallots,bid12908,Aurora2K,Yes
AllBallots,bid12909,Aurora2K,Yes
AllBallots,bid12910,Aurora2K,Yes
AllBallots,bid12911,Aurora2K,No
AllBallots,bid12912,Aurora2K,Yes
AllBallots,bid12913,Aurora2K,No
AllBallots,bid12914,Aurora2K,Yes
AllBallots,bid12915,Aurora2K,Yes
AllBallots,bid12916,Aurora2K,Yes
AllBallots,bid12917,Aurora2K,No
AllBallots,bid12918,Aurora2K,No
AllBallots,bid12919,Aurora2K,Yes
AllBallots,bid12920,Aurora2K,No
AllBallots,bid12921,Aurora2K,Yes
AllBallots,bid12922,Aurora2K,Yes
AllBallots,bid12923,Aurora2K,Yes
AllBallots,bid12924,Aurora2K,No
AllBallots,bid12925,Aurora2K,Yes
AllBallots,bid12926,Aurora2K,Yes
AllBallots,bid12927,Aurora2K,No
AllBallots,bid12928,Aurora2K,No
AllBallots,bid12929,Aurora2K,Yes
AllBallots,bid12930,Aurora2K,Yes
AllBallots,bid12931,Aurora2K,Yes
AllBallots,bid12932,Aurora2K,Yes
AllBallots,bid12933,Aurora2K,No
AllBallots,bid12934,Aurora2K,Yes
AllBallots,bid12935,Aurora2K,No
AllBallots,bid12936,Aurora2K,Yes
AllBallots,bid12937,Aurora2K,No
AllBallots,bid12938,Aurora2K,Yes
AllBallots,bid12939,Aurora2K,No
AllBallots,bid12940,Aurora2K,Yes
AllBallots,bid12941,Aurora2K,Yes
AllBallots,bid12942,Aurora2K,Yes
AllBallots,bid12943,Aurora2K,No
AllBallots,bid12944,Aurora2K,Yes
AllBallots,bid12945,Aurora2K,Yes
AllBallots,bid12946,Aurora2K,No
AllBallots,bid12947,Aurora2K,Yes
AllBallots,bid12948,Aurora2K,No
AllBallots,bid12949,Aurora2K,No
AllBallots,bid12950,Aurora2K,Yes
AllBallots,bid12951,Aurora2K,Yes
AllBallots,bid12952,Aurora2K,No
AllBallots,bid12953,Aurora2K,No
AllBallots,bid12954,Aurora2K,No
AllBallots,bid12955,Aurora2K,Yes
AllBallots,bid12956,Aurora2K,No
AllBallots,bid12957,Aurora2K,No
AllBallots,bid12958,Aurora2K,Yes
AllBallots,bid12959,Aurora2K,Yes
AllBallots,bid12960,Aurora2K,No
AllBallots,bid12961,Aurora2K,Yes
AllBallots,bid12962,Aurora2K,Yes
AllBallots,bid12963,Aurora2K,No
AllBallots,bid12964,Aurora2K,Yes
AllBallots,bid12965,Aurora2K,No
AllBallots,bid12966,Aurora2K,Yes
AllBallots,bid12967,Aurora2K,No
AllBallots,bid12968,Aurora2K,Yes
AllBallots,bid12969,Aurora2K,Yes
AllBallots,bid12970,Aurora2K,Yes
AllBallots,bid12971,Aurora2K,No
AllBallots,bid12972,Aurora2K,Yes
AllBallots,bid12973,Aurora2K,No
AllBallots,bid12974,Aurora2K,Yes
AllBallots,bid12975,Aurora2K,No
AllBallots,bid12976,Aurora2K,No
AllBallots,bid12977,Aurora2K,No
AllBallots,bid12978,Aurora2K,Yes
AllBallots,bid12979,Aurora2K,Yes
AllBallots,bid12980,Aurora2K,No
AllBallots,bid12981,Aurora2K,Yes
AllBallots,bid12982,Aurora2K,No
AllBallots,bid12983,Aurora2K,No
AllBallots,bid12984,Aurora2K,No
AllBallots,bid12985,Aurora2K,Yes
AllBallots,bid12986,Aurora2K,No
AllBallots,bid12987,Aurora2K,No
AllBallots,bid12988,Aurora2K,No
AllBallots,bid12989,Aurora2K,Yes
AllBallots,bid12990,Aurora2K,Yes
AllBallots,bid12991,Aurora2K,No
AllBallots,bid12992,Aurora2K,No
AllBallots,bid12993,Aurora2K,Yes
AllBallots,bid12994,Aurora2K,Yes
AllBallots,bid12995,Aurora2K,No
AllBallots,bid12996,Aurora2K,Yes
AllBallots,bid12997,Aurora2K,No
AllBallots,bid12998,Aurora2K,No
AllBallots,bid12999,Aurora2K,Yes
AllBallots,bid13000,Aurora2K,No
AllBallots,bid13001,Aurora2K,Yes
AllBallots,bid13002,Aurora2K,No
AllBallots,bid13003,Aurora2K,Yes
AllBallots,bid13004,Aurora2K,No
AllBallots,bid13005,Aurora2K,No
AllBallots,bid13006,Aurora2K,No
AllBallots,bid13007,Aurora2K,No
AllBallots,bid13008,Aurora2K,Yes
AllBallots,bid13009,Aurora2K,No
AllBallots,bid13010,Aurora2K,Yes
AllBallots,bid13011,Aurora2K,No
AllBallots,bid13012,Aurora2K,Yes
AllBallots,bid13013,Aurora2K,No
AllBallots,bid13014,Aurora2K,No
AllBallots,bid13015,Aurora2K,Yes
AllBallots,bid13016,Aurora2K,Yes
AllBallots,bid13017,Aurora2K,No
AllBallots,bid13018,Aurora2K,Yes
AllBallots,bid13019,Aurora2K,Yes
AllBallots,bid13020,Aurora2K,Yes
AllBallots,bid13021,Aurora2K,Yes
AllBallots,bid13022,Aurora2K,Yes
AllBallots,bid13023,Aurora2K,Yes
AllBallots,bid13024,Aurora2K,No
AllBallots,bid13025,Aurora2K,Yes
AllBallots,bid13026,Aurora2K,No
AllBallots,bid13027,Aurora2K,No
AllBallots,bid13028,Aurora2K,Yes
AllBallots,bid13029,Aurora2K,No
AllBallots,bid13030,Aurora2K,No
AllBallots,bid13031,Aurora2K,Yes
AllBallots,bid13032,Aurora2K,No
AllBallots,bid13033,Aurora2K,No
AllBallots,bid13034,Aurora2K,No
AllBallots,bid13035,Aurora2K,No
AllBallots,bid13036,Aurora2K,Yes
AllBallots,bid13037,Aurora2K,Yes
AllBallots,bid13038,Aurora2K,Yes
AllBallots,bid13039,Aurora2K,Yes
AllBallots,bid13040,Aurora2K,Yes
AllBallots,bid13041,Aurora2K,No
AllBallots,bid13042,Aurora2K,No
AllBallots,bid13043,Aurora2K,No
AllBallots,bid13044,Aurora2K,Yes
AllBallots,bid13045,Aurora2K,No
AllBallots,bid13046,Aurora2K,Yes
AllBallots,bid13047,Aurora2K,No
AllBallots,bid13048,Aurora2K,No
AllBallots,bid13049,Aurora2K,Yes
AllBallots,bid13050,Aurora2K,No
AllBallots,bid13051,Aurora2K,Yes
AllBallots,bid13052,Aurora2K,Yes
AllBallots,bid13053,Aurora2K,Yes
AllBallots,bid13054,Aurora2K,No
AllBallots,bid13055,Aurora2K,No
AllBallots,bid13056,Aurora2K,No
AllBallots,bid13057,Aurora2K,Yes
AllBallots,bid13058,Aurora2K,No
AllBallots,bid13059,Aurora2K,Yes
AllBallots,bid13060,Aurora2K,No
AllBallots,bid13061,Aurora2K,No
AllBallots,bid13062,Aurora2K,Yes
AllBallots,bid13063,Aurora2K,No
AllBallots,bid13064,Aurora2K,Yes
AllBallots,bid13065,Aurora2K,No
AllBallots,bid13066,Aurora2K,Yes
AllBallots,bid13067,Aurora2K,Yes
AllBallots,bid13068,Aurora2K,Yes
AllBallots,bid13069,Aurora2K,Yes
AllBallots,bid13070,Aurora2K,Yes
AllBallots,bid13071,Aurora2K,Yes
AllBallots,bid13072,Aurora2K,No
AllBallots,bid13073,Aurora2K,Yes
AllBallots,bid13074,Aurora2K,No
AllBallots,bid13075,Aurora2K,Yes
AllBallots,bid13076,Aurora2K,No
AllBallots,bid13077,Aurora2K,No
AllBallots,bid13078,Aurora2K,No
AllBallots,bid13079,Aurora2K,No
AllBallots,bid13080,Aurora2K,No
AllBallots,bid13081,Aurora2K,Yes
AllBallots,bid13082,Aurora2K,Yes
AllBallots,bid13083,Aurora2K,Yes
AllBallots,bid13084,Aurora2K,No
AllBallots,bid13085,Aurora2K,No
AllBallots,bid13086,Aurora2K,Yes
AllBallots,bid13087,Aurora2K,No
AllBallots,bid13088,Aurora2K,Yes
AllBallots,bid13089,Aurora2K,Yes
AllBallots,bid13090,Aurora2K,Yes
AllBallots,bid13091,Aurora2K,Yes
AllBallots,bid13092,Aurora2K,Yes
AllBallots,bid13093,Aurora2K,No
AllBallots,bid13094,Aurora2K,Yes
AllBallots,bid13095,Aurora2K,No
AllBallots,bid13096,Aurora2K,Yes
AllBallots,bid13097,Aurora2K,Yes
AllBallots,bid13098,Aurora2K,Yes
AllBallots,bid13099,Aurora2K,No
AllBallots,bid13100,Aurora2K,Yes
AllBallots,bid13101,Aurora2K,No
AllBallots,bid13102,Aurora2K,No
AllBallots,bid13103,Aurora2K,Yes
AllBallots,bid13104,Aurora2K,Yes
AllBallots,bid13105,Aurora2K,Yes
AllBallots,bid13106,Aurora2K,Yes
AllBallots,bid13107,Aurora2K,No
AllBallots,bid13108,Aurora2K,Yes
AllBallots,bid13109,Aurora2K,No
AllBallots,bid13110,Aurora2K,Yes
AllBallots,bid13111,Aurora2K,No
AllBallots,bid13112,Aurora2K,Yes
AllBallots,bid13113,Aurora2K,No
AllBallots,bid13114,Aurora2K,No
AllBallots,bid13115,Aurora2K,Yes
AllBallots,bid13116,Aurora2K,Yes
AllBallots,bid13117,Aurora2K,Yes
AllBallots,bid13118,Aurora2K,No
AllBallots,bid13119,Aurora2K,Yes
AllBallots,bid13120,Aurora2K,No
AllBallots,bid13121,Aurora2K,No
AllBallots,bid13122,Aurora2K,No
AllBallots,bid13123,Aurora2K,Yes
AllBallots,bid13124,Aurora2K,Yes
AllBallots,bid13125,Aurora2K,No
AllBallots,bid13126,Aurora2K,No
AllBallots,bid13127,Aurora2K,No
AllBallots,bid13128,Aurora2K,No
AllBallots,bid13129,Aurora2K,Yes
AllBallots,bid13130,Aurora2K,No
AllBallots,bid13131,Aurora2K,No
AllBallots,bid13132,Aurora2K,No
AllBallots,bid13133,Aurora2K,Yes
AllBallots,bid13134,Aurora2K,No
AllBallots,bid13135,Aurora2K,Yes
AllBallots,bid13136,Aurora2K,Yes
AllBallots,bid13137,Aurora2K,Yes
AllBallots,bid13138,Aurora2K,No
AllBallots,bid13139,Aurora2K,No
AllBallots,bid13140,Aurora2K,Yes
AllBallots,bid13141,Aurora2K,Yes
AllBallots,bid13142,Aurora2K,Yes
AllBallots,bid13143,Aurora2K,No
AllBallots,bid13144,Aurora2K,Yes
AllBallots,bid13145,Aurora2K,Yes
AllBallots,bid13146,Aurora2K,Yes
AllBallots,bid13147,Aurora2K,No
AllBallots,bid13148,Aurora2K,Yes
AllBallots,bid13149,Aurora2K,Yes
AllBallots,bid13150,Aurora2K,Yes
AllBallots,bid13151,Aurora2K,No
AllBallots,bid13152,Aurora2K,Yes
AllBallots,bid13153,Aurora2K,No
AllBallots,bid13154,Aurora2K,Yes
AllBallots,bid13155,Aurora2K,No
AllBallots,bid13156,Aurora2K,No
AllBallots,bid13157,Aurora2K,Yes
AllBallots,bid13158,Aurora2K,Yes
AllBallots,bid13159,Aurora2K,Yes
AllBallots,bid13160,Aurora2K,No
AllBallots,bid13161,Aurora2K,Yes
AllBallots,bid13162,Aurora2K,No
AllBallots,bid13163,Aurora2K,No
AllBallots,bid13164,Aurora2K,Yes
AllBallots,bid13165,Aurora2K,Yes
AllBallots,bid13166,Aurora2K,Yes
AllBallots,bid13167,Aurora2K,Yes
AllBallots,bid13168,Aurora2K,Yes
AllBallots,bid13169,Aurora2K,No
AllBallots,bid13170,Aurora2K,No
AllBallots,bid13171,Aurora2K,Yes
AllBallots,bid13172,Aurora2K,Yes
AllBallots,bid13173,Aurora2K,No
AllBallots,bid13174,Aurora2K,No
AllBallots,bid13175,Aurora2K,No
AllBallots,bid13176,Aurora2K,No
AllBallots,bid13177,Aurora2K,Yes
AllBallots,bid13178,Aurora2K,No
AllBallots,bid13179,Aurora2K,Yes
AllBallots,bid13180,Aurora2K,Yes
AllBallots,bid13181,Aurora2K,Yes
AllBallots,bid13182,Aurora2K,No
AllBallots,bid13183,Aurora2K,No
AllBallots,bid13184,Aurora2K,Yes
AllBallots,bid13185,Aurora2K,Yes
AllBallots,bid13186,Aurora2K,Yes
