Collection,Scanner,Ballot id,Contest,Selections
AllBallots,scanner1,bid4935,Aurora2K,Yes
AllBallots,scanner1,bid4936,Aurora2K,No
AllBallots,scanner1,bid4937,Aurora2K,Yes
AllBallots,scanner1,bid4938,Aurora2K,Yes
AllBallots,scanner1,bid4939,Aurora2K,Yes
AllBallots,scanner1,bid4940,Aurora2K,Yes
AllBallots,scanner1,bid4941,Aurora2K,Yes
AllBallots,scanner1,bid4942,Aurora2K,Yes
AllBallots,scanner1,bid4943,Aurora2K,No
AllBallots,scanner1,bid4944,Aurora2K,No
AllBallots,scanner1,bid4945,Aurora2K,No
AllBallots,scanner1,bid4946,Aurora2K,Yes
AllBallots,scanner1,bid4947,Aurora2K,No
AllBallots,scanner1,bid4948,Aurora2K,Yes
AllBallots,scanner1,bid4949,Aurora2K,No
AllBallots,scanner1,bid4950,Aurora2K,Yes
AllBallots,scanner1,bid4951,Aurora2K,No
AllBallots,scanner1,bid4952,Aurora2K,No
AllBallots,scanner1,bid4953,Aurora2K,Yes
AllBallots,scanner1,bid4954,Aurora2K,Yes
AllBallots,scanner1,bid4955,Aurora2K,Yes
AllBallots,scanner1,bid4956,Aurora2K,No
AllBallots,scanner1,bid4957,Aurora2K,No
AllBallots,scanner1,bid4958,Aurora2K,No
AllBallots,scanner1,bid4959,Aurora2K,No
AllBallots,scanner1,bid4960,Aurora2K,Yes
AllBallots,scanner1,bid4961,Aurora2K,No
AllBallots,scanner1,bid4962,Aurora2K,No
AllBallots,scanner1,bid4963,Aurora2K,No
AllBallots,scanner1,bid4964,Aurora2K,No
AllBallots,scanner1,bid4965,Aurora2K,Yes
AllBallots,scanner1,bid4966,Aurora2K,No
AllBallots,scanner1,bid4967,Aurora2K,Yes
AllBallots,scanner1,bid4968,Aurora2K,No
AllBallots,scanner1,bid4969,Aurora2K,Yes
AllBallots,scanner1,bid4970,Aurora2K,Yes
AllBallots,scanner1,bid4971,Aurora2K,No
AllBallots,scanner1,bid4972,Aurora2K,No
AllBallots,scanner1,bid4973,Aurora2K,No
AllBallots,scanner1,bid4974,Aurora2K,No
AllBallots,scanner1,bid4975,Aurora2K,Yes
AllBallots,scanner1,bid4976,Aurora2K,Yes
AllBallots,scanner1,bid4977,Aurora2K,No
AllBallots,scanner1,bid4978,Aurora2K,No
AllBallots,scanner1,bid4979,Aurora2K,Yes
AllBallots,scanner1,bid4980,Aurora2K,Yes
AllBallots,scanner1,bid4981,Aurora2K,No
AllBallots,scanner1,bid4982,Aurora2K,Yes
AllBallots,scanner1,bid4983,Aurora2K,No
AllBallots,scanner1,bid4984,Aurora2K,No
AllBallots,scanner1,bid4985,Aurora2K,Yes
AllBallots,scanner1,bid4986,Aurora2K,Yes
AllBallots,scanner1,bid4987,Aurora2K,Yes
AllBallots,scanner1,bid4988,Aurora2K,Yes
AllBallots,scanner1,bid4989,Aurora2K,No
AllBallots,scanner1,bid4990,Aurora2K,Yes
AllBallots,scanner1,bid4991,Aurora2K,No
AllBallots,scanner1,bid4992,Aurora2K,Yes
AllBallots,scanner1,bid4993,Aurora2K,Yes
AllBallots,scanner1,bid4994,Aurora2K,Yes
AllBallots,scanner1,bid4995,Aurora2K,Yes
AllBallots,scanner1,bid4996,Aurora2K,No
AllBallots,scanner1,bid4997,Aurora2K,No
AllBallots,scanner1,bid4998,Aurora2K,Yes
AllBallots,scanner1,bid4999,Aurora2K,Yes
AllBallots,scanner1,bid5000,Aurora2K,Yes
AllBallots,scanner1,bid5001,Aurora2K,No
AllBallots,scanner1,bid5002,Aurora2K,Yes
AllBallots,scanner1,bid5003,Aurora2K,Yes
AllBallots,scanner1,bid5004,Aurora2K,Yes
AllBallots,scanner1,bid5005,Aurora2K,Yes
AllBallots,scanner1,bid5006,Aurora2K,No
AllBallots,scanner1,bid5007,Aurora2K,No
AllBallots,scanner1,bid5008,Aurora2K,Yes
AllBallots,scanner1,bid5009,Aurora2K,No
AllBallots,scanner1,bid5010,Aurora2K,Yes
AllBallots,scanner1,bid5011,Aurora2K,No
AllBallots,scanner1,bid5012,Aurora2K,Yes
AllBallots,scanner1,bid5013,Aurora2K,Yes
AllBallots,scanner1,bid5014,Aurora2K,No
AllBallots,scanner1,bid5015,Aurora2K,No
AllBallots,scanner1,bid5016,Aurora2K,Yes
AllBallots,scanner1,bid5017,Aurora2K,No
AllBallots,scanner1,bid5018,Aurora2K,Yes
AllBallots,scanner1,bid5019,Aurora2K,No
AllBallots,scanner1,bid5020,Aurora2K,No
AllBallots,scanner1,bid5021,Aurora2K,Yes
AllBallots,scanner1,bid5022,Aurora2K,No
AllBallots,scanner1,bid5023,Aurora2K,No
AllBallots,scanner1,bid5024,Aurora2K,No
AllBallots,scanner1,bid5025,Aurora2K,Yes
AllBallots,scanner1,bid5026,Aurora2K,No
AllBallots,scanner1,bid5027,Aurora2K,No
AllBallots,scanner1,bid5028,Aurora2K,No
AllBallots,scanner1,bid5029,Aurora2K,Yes
AllBallots,scanner1,bid5030,Aurora2K,No
AllBallots,scanner1,bid5031,Aurora2K,No
AllBallots,scanner1,bid5032,Aurora2K,No
AllBallots,scanner1,bid5033,Aurora2K,Yes
AllBallots,scanner1,bid5034,Aurora2K,No
AllBallots,scanner1,bid5035,Aurora2K,No
AllBallots,scanner1,bid5036,Aurora2K,No
AllBallots,scanner1,bid5037,Aurora2K,No
AllBallots,scanner1,bid5038,Aurora2K,No
AllBallots,scanner1,bid5039,Aurora2K,No
AllBallots,scanner1,bid5040,Aurora2K,No
AllBallots,scanner1,bid5041,Aurora2K,No
AllBallots,scanner1,bid5042,Aurora2K,Yes
AllBallots,scanner1,bid5043,Aurora2K,Yes
AllBallots,scanner1,bid5044,Aurora2K,No
AllBallots,scanner1,bid5045,Aurora2K,Yes
AllBallots,scanner1,bid5046,Aurora2K,No
AllBallots,scanner1,bid5047,Aurora2K,No
AllBallots,scanner1,bid5048,Aurora2K,Yes
AllBallots,scanner1,bid5049,Aurora2K,No
AllBallots,scanner1,bid5050,Aurora2K,No
AllBallots,scanner1,bid5051,Aurora2K,No
AllBallots,scanner1,bid5052,Aurora2K,No
AllBallots,scanner1,bid5053,Aurora2K,Yes
AllBallots,scanner1,bid5054,Aurora2K,No
AllBallots,scanner1,bid5055,Aurora2K,No
AllBallots,scanner1,bid5056,Aurora2K,Yes
AllBallots,scanner1,bid5057,Aurora2K,No
AllBallots,scanner1,bid5058,Aurora2K,No
AllBallots,scanner1,bid5059,Aurora2K,No
AllBallots,scanner1,bid5060,Aurora2K,Yes
AllBallots,scanner1,bid5061,Aurora2K,Yes
AllBallots,scanner1,bid5062,Aurora2K,No
AllBallots,scanner1,bid5063,Aurora2K,No
AllBallots,scanner1,bid5064,Aurora2K,No
AllBallots,scanner1,bid5065,Aurora2K,Yes
AllBallots,scanner1,bid5066,Aurora2K,No
AllBallots,scanner1,bid5067,Aurora2K,Yes
AllBallots,scanner1,bid5068,Aurora2K,Yes
AllBallots,scanner1,bid5069,Aurora2K,Yes
AllBallots,scanner1,bid5070,Aurora2K,Yes
AllBallots,scanner1,bid5071,Aurora2K,No
AllBallots,scanner1,bid5072,Aurora2K,Yes
AllBallots,scanner1,bid5073,Aurora2K,Yes
AllBallots,scanner1,bid5074,Aurora2K,Yes
AllBallots,scanner1,bid5075,Aurora2K,No
AllBallots,scanner1,bid5076,Aurora2K,Yes
AllBallots,scanner1,bid5077,Aurora2K,No
AllBallots,scanner1,bid5078,Aurora2K,Yes
AllBallots,scanner1,bid5079,Aurora2K,Yes
AllBallots,scanner1,bid5080,Aurora2K,No
AllBallots,scanner1,bid5081,Aurora2K,Yes
AllBallots,scanner1,bid5082,Aurora2K,Yes
AllBallots,scanner1,bid5083,Aurora2K,Yes
AllBallots,scanner1,bid5084,Aurora2K,No
AllBallots,scanner1,bid5085,Aurora2K,Yes
AllBallots,scanner1,bid5086,Aurora2K,Yes
AllBallots,scanner1,bid5087,Aurora2K,No
AllBallots,scanner1,bid5088,Aurora2K,No
AllBallots,scanner1,bid5089,Aurora2K,Yes
AllBallots,scanner1,bid5090,Aurora2K,Yes
AllBallots,scanner1,bid5091,Aurora2K,Yes
AllBallots,scanner1,bid5092,Aurora2K,Yes
AllBallots,scanner1,bid5093,Aurora2K,Yes
AllBallots,scanner1,bid5094,Aurora2K,Yes
AllBallots,scanner1,bid5095,Aurora2K,No
AllBallots,scanner1,bid5096,Aurora2K,No
AllBallots,scanner1,bid5097,Aurora2K,Yes
AllBallots,scanner1,bid5098,Aurora2K,No
AllBallots,scanner1,bid5099,Aurora2K,No
AllBallots,scanner1,bid5100,Aurora2K,Yes
AllBallots,scanner1,bid5101,Aurora2K,No
AllBallots,scanner1,bid5102,Aurora2K,No
AllBallots,scanner1,bid5103,Aurora2K,No
AllBallots,scanner1,bid5104,Aurora2K,Yes
AllBallots,scanner1,bid5105,Aurora2K,No
AllBallots,scanner1,bid5106,Aurora2K,No
AllBallots,scanner1,bid5107,Aurora2K,No
AllBallots,scanner1,bid5108,Aurora2K,Yes
AllBallots,scanner1,bid5109,Aurora2K,No
AllBallots,scanner1,bid5110,Aurora2K,Yes
AllBallots,scanner1,bid5111,Aurora2K,No
AllBallots,scanner1,bid5112,Aurora2K,No
AllBallots,scanner1,bid5113,Aurora2K,No
AllBallots,scanner1,bid5114,Aurora2K,Yes
AllBallots,scanner1,bid5115,Aurora2K,Yes
AllBallots,scanner1,bid5116,Aurora2K,Yes
AllBallots,scanner1,bid5117,Aurora2K,No
AllBallots,scanner1,bid5118,Aurora2K,No
AllBallots,scanner1,bid5119,Aurora2K,No
AllBallots,scanner1,bid5120,Aurora2K,No
AllBallots,scanner1,bid5121,Aurora2K,No
AllBallots,scanner1,bid5122,Aurora2K,No
AllBallots,scanner1,bid5123,Aurora2K,Yes
AllBallots,scanner1,bid5124,Aurora2K,No
AllBallots,scanner1,bid5125,Aurora2K,No
AllBallots,scanner1,bid5126,Aurora2K,Yes
AllBallots,scanner1,bid5127,Aurora2K,Yes
AllBallots,scanner1,bid5128,Aurora2K,Yes
AllBallots,scanner1,bid5129,Aurora2K,No
AllBallots,scanner1,bid5130,Aurora2K,Yes
AllBallots,scanner1,bid5131,Aurora2K,No
AllBallots,scanner1,bid5132,Aurora2K,No
AllBallots,scanner1,bid5133,Aurora2K,No
AllBallots,scanner1,bid5134,Aurora2K,No
AllBallots,scanner1,bid5135,Aurora2K,No
AllBallots,scanner1,bid5136,Aurora2K,No
AllBallots,scanner1,bid5137,Aurora2K,Yes
AllBallots,scanner1,bid5138,Aurora2K,Yes
AllBallots,scanner1,bid5139,Aurora2K,Yes
AllBallots,scanner1,bid5140,Aurora2K,Yes
AllBallots,scanner1,bid5141,Aurora2K,Yes
AllBallots,scanner1,bid5142,Aurora2K,No
AllBallots,scanner1,bid5143,Aurora2K,Yes
AllBallots,scanner1,bid5144,Aurora2K,No
AllBallots,scanner1,bid5145,Aurora2K,Yes
AllBallots,scanner1,bid5146,Aurora2K,No
AllBallots,scanner1,bid5147,Aurora2K,No
AllBallots,scanner1,bid5148,Aurora2K,Yes
AllBallots,scanner1,bid5149,Aurora2K,Yes
AllBallots,scanner1,bid5150,Aurora2K,No
AllBallots,scanner1,bid5151,Aurora2K,Yes
AllBallots,scanner1,bid5152,Aurora2K,Yes
AllBallots,scanner1,bid5153,Aurora2K,No
AllBallots,scanner1,bid5154,Aurora2K,Yes
AllBallots,scanner1,bid5155,Aurora2K,Yes
AllBallots,scanner1,bid5156,Aurora2K,No
AllBallots,scanner1,bid5157,Aurora2K,Yes
AllBallots,scanner1,bid5158,Aurora2K,Yes
AllBallots,scanner1,bid5159,Aurora2K,Yes
AllBallots,scanner1,bid5160,Aurora2K,Yes
AllBallots,scanner1,bid5161,Aurora2K,No
AllBallots,scanner1,bid5162,Aurora2K,Yes
AllBallots,scanner1,bid5163,Aurora2K,Yes
AllBallots,scanner1,bid5164,Aurora2K,Yes
AllBallots,scanner1,bid5165,Aurora2K,No
AllBallots,scanner1,bid5166,Aurora2K,No
AllBallots,scanner1,bid5167,Aurora2K,Yes
AllBallots,scanner1,bid5168,Aurora2K,Yes
AllBallots,scanner1,bid5169,Aurora2K,No
AllBallots,scanner1,bid5170,Aurora2K,Yes
AllBallots,scanner1,bid5171,Aurora2K,Yes
AllBallots,scanner1,bid5172,Aurora2K,No
AllBallots,scanner1,bid5173,Aurora2K,No
AllBallots,scanner1,bid5174,Aurora2K,No
AllBallots,scanner1,bid5175,Aurora2K,Yes
AllBallots,scanner1,bid5176,Aurora2K,Yes
AllBallots,scanner1,bid5177,Aurora2K,No
AllBallots,scanner1,bid5178,Aurora2K,No
AllBallots,scanner1,bid5179,Aurora2K,Yes
AllBallots,scanner1,bid5180,Aurora2K,Yes
AllBallots,scanner1,bid5181,Aurora2K,Yes
AllBallots,scanner1,bid5182,Aurora2K,No
AllBallots,scanner1,bid5183,Aurora2K,No
AllBallots,scanner1,bid5184,Aurora2K,No
AllBallots,scanner1,bid5185,Aurora2K,No
AllBallots,scanner1,bid5186,Aurora2K,No
AllBallots,scanner1,bid5187,Aurora2K,Yes
AllBallots,scanner1,bid5188,Aurora2K,No
AllBallots,scanner1,bid5189,Aurora2K,No
AllBallots,scanner1,bid5190,Aurora2K,No
AllBallots,scanner1,bid5191,Aurora2K,Yes
AllBallots,scanner1,bid5192,Aurora2K,No
AllBallots,scanner1,bid5193,Aurora2K,No
AllBallots,scanner1,bid5194,Aurora2K,No
AllBallots,scanner1,bid5195,Aurora2K,Yes
AllBallots,scanner1,bid5196,Aurora2K,No
AllBallots,scanner1,bid5197,Aurora2K,No
AllBallots,scanner1,bid5198,Aurora2K,Yes
AllBallots,scanner1,bid5199,Aurora2K,Yes
AllBallots,scanner1,bid5200,Aurora2K,No
AllBallots,scanner1,bid5201,Aurora2K,No
AllBallots,scanner1,bid5202,Aurora2K,No
AllBallots,scanner1,bid5203,Aurora2K,Yes
AllBallots,scanner1,bid5204,Aurora2K,No
AllBallots,scanner1,bid5205,Aurora2K,No
AllBallots,scanner1,bid5206,Aurora2K,Yes
AllBallots,scanner1,bid5207,Aurora2K,No
AllBallots,scanner1,bid5208,Aurora2K,Yes
AllBallots,scanner1,bid5209,Aurora2K,No
AllBallots,scanner1,bid5210,Aurora2K,Yes
AllBallots,scanner1,bid5211,Aurora2K,Yes
AllBallots,scanner1,bid5212,Aurora2K,No
AllBallots,scanner1,bid5213,Aurora2K,Yes
AllBallots,scanner1,bid5214,Aurora2K,Yes
AllBallots,scanner1,bid5215,Aurora2K,Yes
AllBallots,scanner1,bid5216,Aurora2K,No
AllBallots,scanner1,bid5217,Aurora2K,Yes
AllBallots,scanner1,bid5218,Aurora2K,Yes
AllBallots,scanner1,bid5219,Aurora2K,No
AllBallots,scanner1,bid5220,Aurora2K,Yes
AllBallots,scanner1,bid5221,Aurora2K,No
AllBallots,scanner1,bid5222,Aurora2K,No
AllBallots,scanner1,bid5223,Aurora2K,Yes
AllBallots,scanner1,bid5224,Aurora2K,No
AllBallots,scanner1,bid5225,Aurora2K,Yes
AllBallots,scanner1,bid5226,Aurora2K,No
AllBallots,scanner1,bid5227,Aurora2K,No
AllBallots,scanner1,bid5228,Aurora2K,Yes
AllBallots,scanner1,bid5229,Aurora2K,Yes
AllBallots,scanner1,bid5230,Aurora2K,No
AllBallots,scanner1,bid5231,Aurora2K,No
AllBallots,scanner1,bid5232,Aurora2K,Yes
AllBallots,scanner1,bid5233,Aurora2K,Yes
AllBallots,scanner1,bid5234,Aurora2K,Yes
AllBallots,scanner1,bid5235,Aurora2K,Yes
AllBallots,scanner1,bid5236,Aurora2K,No
AllBallots,scanner1,bid5237,Aurora2K,Yes
AllBallots,scanner1,bid5238,Aurora2K,No
AllBallots,scanner1,bid5239,Aurora2K,No
AllBallots,scanner1,bid5240,Aurora2K,Yes
AllBallots,scanner1,bid5241,Aurora2K,Yes
AllBallots,scanner1,bid5242,Aurora2K,Yes
AllBallots,scanner1,bid5243,Aurora2K,Yes
AllBallots,scanner1,bid5244,Aurora2K,No
AllBallots,scanner1,bid5245,Aurora2K,Yes
AllBallots,scanner1,bid5246,Aurora2K,Yes
AllBallots,scanner1,bid5247,Aurora2K,Yes
AllBallots,scanner1,bid5248,Aurora2K,Yes
AllBallots,scanner1,bid5249,Aurora2K,No
AllBallots,scanner1,bid5250,Aurora2K,No
AllBallots,scanner1,bid5251,Aurora2K,Yes
AllBallots,scanner1,bid5252,Aurora2K,No
AllBallots,scanner1,bid5253,Aurora2K,No
AllBallots,scanner1,bid5254,Aurora2K,Yes
AllBallots,scanner1,bid5255,Aurora2K,Yes
AllBallots,scanner1,bid5256,Aurora2K,No
AllBallots,scanner1,bid5257,Aurora2K,Yes
AllBallots,scanner1,bid5258,Aurora2K,No
AllBallots,scanner1,bid5259,Aurora2K,No
AllBallots,scanner1,bid5260,Aurora2K,No
AllBallots,scanner1,bid5261,Aurora2K,No
AllBallots,scanner1,bid5262,Aurora2K,Yes
AllBallots,scanner1,bid5263,Aurora2K,No
AllBallots,scanner1,bid5264,Aurora2K,No
AllBallots,scanner1,bid5265,Aurora2K,Yes
AllBallots,scanner1,bid5266,Aurora2K,Yes
AllBallots,scanner1,bid5267,Aurora2K,Yes
AllBallots,scanner1,bid5268,Aurora2K,Yes
AllBallots,scanner1,bid5269,Aurora2K,No
AllBallots,scanner1,bid5270,Aurora2K,Yes
AllBallots,scanner1,bid5271,Aurora2K,Yes
AllBallots,scanner1,bid5272,Aurora2K,Yes
AllBallots,scanner1,bid5273,Aurora2K,No
AllBallots,scanner1,bid5274,Aurora2K,No
AllBallots,scanner1,bid5275,Aurora2K,Yes
AllBallots,scanner1,bid5276,Aurora2K,No
AllBallots,scanner1,bid5277,Aurora2K,Yes
AllBallots,scanner1,bid5278,Aurora2K,No
AllBallots,scanner1,bid5279,Aurora2K,No
AllBallots,scanner1,bid5280,Aurora2K,Yes
AllBallots,scanner1,bid5281,Aurora2K,Yes
AllBallots,scanner1,bid5282,Aurora2K,No
AllBallots,scanner1,bid5283,Aurora2K,Yes
AllBallots,scanner1,bid5284,Aurora2K,No
AllBallots,scanner1,bid5285,Aurora2K,No
AllBallots,scanner1,bid5286,Aurora2K,No
AllBallots,scanner1,bid5287,Aurora2K,Yes
AllBallots,scanner1,bid5288,Aurora2K,Yes
AllBallots,scanner1,bid5289,Aurora2K,Yes
AllBallots,scanner1,bid5290,Aurora2K,No
AllBallots,scanner1,bid5291,Aurora2K,No
AllBallots,scanner1,bid5292,Aurora2K,No
AllBallots,scanner1,bid5293,Aurora2K,No
AllBallots,scanner1,bid5294,Aurora2K,Yes
AllBallots,scanner1,bid5295,Aurora2K,No
AllBallots,scanner1,bid5296,Aurora2K,No
AllBallots,scanner1,bid5297,Aurora2K,No
AllBallots,scanner1,bid5298,Aurora2K,No
AllBallots,scanner1,bid5299,Aurora2K,Yes
AllBallots,scanner1,bid5300,Aurora2K,Yes
AllBallots,scanner1,bid5301,Aurora2K,No
AllBallots,scanner1,bid5302,Aurora2K,Yes
AllBallots,scanner1,bid5303,Aurora2K,Yes
AllBallots,scanner1,bid5304,Aurora2K,No
AllBallots,scanner1,bid5305,Aurora2K,Yes
AllBallots,scanner1,bid5306,Aurora2K,Yes
AllBallots,scanner1,bid5307,Aurora2K,No
AllBallots,scanner1,bid5308,Aurora2K,No
AllBallots,scanner1,bid5309,Aurora2K,Yes
AllBallots,scanner1,bid5310,Aurora2K,No
AllBallots,scanner1,bid5311,Aurora2K,Yes
AllBallots,scanner1,bid5312,Aurora2K,No
AllBallots,scanner1,bid5313,Aurora2K,No
AllBallots,scanner1,bid5314,Aurora2K,No
AllBallots,scanner1,bid5315,Aurora2K,No
AllBallots,scanner1,bid5316,Aurora2K,No
AllBallots,scanner1,bid5317,Aurora2K,No
AllBallots,scanner1,bid5318,Aurora2K,No
AllBallots,scanner1,bid5319,Aurora2K,No
AllBallots,scanner1,bid5320,Aurora2K,Yes
AllBallots,scanner1,bid5321,Aurora2K,No
AllBallots,scanner1,bid5322,Aurora2K,No
AllBallots,scanner1,bid5323,Aurora2K,Yes
AllBallots,scanner1,bid5324,Aurora2K,Yes
AllBallots,scanner1,bid5325,Aurora2K,No
AllBallots,scanner1,bid5326,Aurora2K,No
AllBallots,scanner1,bid5327,Aurora2K,Yes
AllBallots,scanner1,bid5328,Aurora2K,Yes
AllBallots,scanner1,bid5329,Aurora2K,Yes
AllBallots,scanner1,bid5330,Aurora2K,No
AllBallots,scanner1,bid5331,Aurora2K,Yes
AllBallots,scanner1,bid5332,Aurora2K,Yes
AllBallots,scanner1,bid5333,Aurora2K,No
AllBallots,scanner1,bid5334,Aurora2K,Yes
AllBallots,scanner1,bid5335,Aurora2K,Yes
AllBallots,scanner1,bid5336,Aurora2K,Yes
AllBallots,scanner1,bid5337,Aurora2K,Yes
AllBallots,scanner1,bid5338,Aurora2K,No
AllBallots,scanner1,bid5339,Aurora2K,No
AllBallots,scanner1,bid5340,Aurora2K,Yes
AllBallots,scanner1,bid5341,Aurora2K,No
AllBallots,scanner1,bid5342,Aurora2K,Yes
AllBallots,scanner1,bid5343,Aurora2K,No
AllBallots,scanner1,bid5344,Aurora2K,Yes
AllBallots,scanner1,bid5345,Aurora2K,No
AllBallots,scanner1,bid5346,Aurora2K,Yes
AllBallots,scanner1,bid5347,Aurora2K,No
AllBallots,scanner1,bid5348,Aurora2K,Yes
AllBallots,scanner1,bid5349,Aurora2K,Yes
AllBallots,scanner1,bid5350,Aurora2K,Yes
AllBallots,scanner1,bid5351,Aurora2K,No
AllBallots,scanner1,bid5352,Aurora2K,No
AllBallots,scanner1,bid5353,Aurora2K,Yes
AllBallots,scanner1,bid5354,Aurora2K,Yes
AllBallots,scanner1,bid5355,Aurora2K,Yes
AllBallots,scanner1,bid5356,Aurora2K,Yes
AllBallots,scanner1,bid5357,Aurora2K,No
AllBallots,scanner1,bid5358,Aurora2K,Yes
AllBallots,scanner1,bid5359,Aurora2K,Yes
AllBallots,scanner1,bid5360,Aurora2K,Yes
AllBallots,scanner1,bid5361,Aurora2K,No
AllBallots,scanner1,bid5362,Aurora2K,Yes
AllBallots,scanner1,bid5363,Aurora2K,No
AllBallots,scanner1,bid5364,Aurora2K,Yes
AllBallots,scanner1,bid5365,Aurora2K,No
AllBallots,scanner1,bid5366,Aurora2K,No
AllBallots,scanner1,bid5367,Aurora2K,No
AllBallots,scanner1,bid5368,Aurora2K,Yes
AllBallots,scanner1,bid5369,Aurora2K,No
AllBallots,scanner1,bid5370,Aurora2K,Yes
AllBallots,scanner1,bid5371,Aurora2K,Yes
AllBallots,scanner1,bid5372,Aurora2K,Yes
AllBallots,scanner1,bid5373,Aurora2K,Yes
AllBallots,scanner1,bid5374,Aurora2K,No
AllBallots,scanner1,bid5375,Aurora2K,Yes
AllBallots,scanner1,bid5376,Aurora2K,Yes
AllBallots,scanner1,bid5377,Aurora2K,Yes
AllBallots,scanner1,bid5378,Aurora2K,No
AllBallots,scanner1,bid5379,Aurora2K,Yes
AllBallots,scanner1,bid5380,Aurora2K,Yes
AllBallots,scanner1,bid5381,Aurora2K,Yes
AllBallots,scanner1,bid5382,Aurora2K,No
AllBallots,scanner1,bid5383,Aurora2K,No
AllBallots,scanner1,bid5384,Aurora2K,Yes
AllBallots,scanner1,bid5385,Aurora2K,No
AllBallots,scanner1,bid5386,Aurora2K,Yes
AllBallots,scanner1,bid5387,Aurora2K,No
AllBallots,scanner1,bid5388,Aurora2K,No
AllBallots,scanner1,bid5389,Aurora2K,No
AllBallots,scanner1,bid5390,Aurora2K,Yes
AllBallots,scanner1,bid5391,Aurora2K,No
AllBallots,scanner1,bid5392,Aurora2K,Yes
AllBallots,scanner1,bid5393,Aurora2K,Yes
AllBallots,scanner1,bid5394,Aurora2K,Yes
AllBallots,scanner1,bid5395,Aurora2K,Yes
AllBallots,scanner1,bid5396,Aurora2K,No
AllBallots,scanner1,bid5397,Aurora2K,Yes
AllBallots,scanner1,bid5398,Aurora2K,Yes
AllBallots,scanner1,bid5399,Aurora2K,Yes
AllBallots,scanner1,bid5400,Aurora2K,Yes
AllBallots,scanner1,bid5401,Aurora2K,No
AllBallots,scanner1,bid5402,Aurora2K,Yes
AllBallots,scanner1,bid5403,Aurora2K,No
AllBallots,scanner1,bid5404,Aurora2K,No
AllBallots,scanner1,bid5405,Aurora2K,No
AllBallots,scanner1,bid5406,Aurora2K,No
AllBallots,scanner1,bid5407,Aurora2K,No
AllBallots,scanner1,bid5408,Aurora2K,Yes
AllBallots,scanner1,bid5409,Aurora2K,Yes
AllBallots,scanner1,bid5410,Aurora2K,No
AllBallots,scanner1,bid5411,Aurora2K,No
AllBallots,scanner1,bid5412,Aurora2K,No
AllBallots,scanner1,bid5413,Aurora2K,Yes
AllBallots,scanner1,bid5414,Aurora2K,Yes
AllBallots,scanner1,bid5415,Aurora2K,Yes
AllBallots,scanner1,bid5416,Aurora2K,No
AllBallots,scanner1,bid5417,Aurora2K,No
AllBallots,scanner1,bid5418,Aurora2K,No
AllBallots,scanner1,bid5419,Aurora2K,No
AllBallots,scanner1,bid5420,Aurora2K,Yes
AllBallots,scanner1,bid5421,Aurora2K,No
AllBallots,scanner1,bid5422,Aurora2K,Yes
AllBallots,scanner1,bid5423,Aurora2K,No
AllBallots,scanner1,bid5424,Aurora2K,Yes
AllBallots,scanner1,bid5425,Aurora2K,Yes
AllBallots,scanner1,bid5426,Aurora2K,Yes
AllBallots,scanner1,bid5427,Aurora2K,No
AllBallots,scanner1,bid5428,Aurora2K,Yes
AllBallots,scanner1,bid5429,Aurora2K,No
AllBallots,scanner1,bid5430,Aurora2K,Yes
AllBallots,scanner1,bid5431,Aurora2K,No
AllBallots,scanner1,bid5432,Aurora2K,No
AllBallots,scanner1,bid5433,Aurora2K,Yes
AllBallots,scanner1,bid5434,Aurora2K,Yes
AllBallots,scanner1,bid5435,Aurora2K,No
AllBallots,scanner1,bid5436,Aurora2K,Yes
AllBallots,scanner1,bid5437,Aurora2K,Yes
AllBallots,scanner1,bid5438,Aurora2K,No
AllBallots,scanner1,bid5439,Aurora2K,No
AllBallots,scanner1,bid5440,Aurora2K,No
AllBallots,scanner1,bid5441,Aurora2K,Yes
AllBallots,scanner1,bid5442,Aurora2K,Yes
AllBallots,scanner1,bid5443,Aurora2K,Yes
AllBallots,scanner1,bid5444,Aurora2K,No
AllBallots,scanner1,bid5445,Aurora2K,Yes
AllBallots,scanner1,bid5446,Aurora2K,Yes
AllBallots,scanner1,bid5447,Aurora2K,Yes
AllBallots,scanner1,bid5448,Aurora2K,Yes
AllBallots,scanner1,bid5449,Aurora2K,Yes
AllBallots,scanner1,bid5450,Aurora2K,No
AllBallots,scanner1,bid5451,Aurora2K,Yes
AllBallots,scanner1,bid5452,Aurora2K,No
AllBallots,scanner1,bid5453,Aurora2K,No
AllBallots,scanner1,bid5454,Aurora2K,Yes
AllBallots,scanner1,bid5455,Aurora2K,No
AllBallots,scanner1,bid5456,Aurora2K,No
AllBallots,scanner1,bid5457,Aurora2K,Yes
AllBallots,scanner1,bid5458,Aurora2K,No
AllBallots,scanner1,bid5459,Aurora2K,Yes
AllBallots,scanner1,bid5460,Aurora2K,No
AllBallots,scanner1,bid5461,Aurora2K,Yes
AllBallots,scanner1,bid5462,Aurora2K,Yes
AllBallots,scanner1,bid5463,Aurora2K,Yes
AllBallots,scanner1,bid5464,Aurora2K,Yes
AllBallots,scanner1,bid5465,Aurora2K,Yes
AllBallots,scanner1,bid5466,Aurora2K,No
AllBallots,scanner1,bid5467,Aurora2K,No
AllBallots,scanner1,bid5468,Aurora2K,Yes
AllBallots,scanner1,bid5469,Aurora2K,No
AllBallots,scanner1,bid5470,Aurora2K,Yes
AllBallots,scanner1,bid5471,Aurora2K,No
