Ballot order,Collection,Box,Position,Stamp,Ballot id,Comments
1551,pbcid1,box1,294,,bid294,,
1552,pbcid1,box1,1867,,bid1867,,
1553,pbcid1,box1,1513,,bid1513,,
1554,pbcid1,box1,1456,,bid4756,,
1555,pbcid1,box1,538,,bid3838,,
1556,pbcid1,box1,1998,,bid5298,,
1557,pbcid1,box1,250,,bid250,,
1558,pbcid1,box1,2623,,bid5923,,
1559,pbcid1,box1,2527,,bid5827,,
1560,pbcid1,box1,2886,,bid2886,,
1561,pbcid1,box1,1717,,bid5017,,
1562,pbcid1,box1,2657,,bid2657,,
1563,pbcid1,box1,1005,,bid4305,,
1564,pbcid1,box1,24,,bid3324,,
1565,pbcid1,box1,2984,,bid6284,,
1566,pbcid1,box1,1762,,bid1762,,
1567,pbcid1,box1,2472,,bid2472,,
1568,pbcid1,box1,1753,,bid5053,,
1569,pbcid1,box1,2409,,bid2409,,
1570,pbcid1,box1,2684,,bid2684,,
1571,pbcid1,box1,69,,bid3369,,
1572,pbcid1,box1,773,,bid4073,,
1573,pbcid1,box1,711,,bid4011,,
1574,pbcid1,box1,1,,bid3301,,
1575,pbcid1,box1,1661,,bid1661,,
1576,pbcid1,box1,507,,bid3807,,
1577,pbcid1,box1,2608,,bid5908,,
1578,pbcid1,box1,2633,,bid5933,,
1579,pbcid1,box1,1459,,bid1459,,
1580,pbcid1,box1,378,,bid3678,,
1581,pbcid1,box1,798,,bid798,,
1582,pbcid1,box1,2499,,bid2499,,
1583,pbcid1,box1,1029,,bid4329,,
1584,pbcid1,box1,788,,bid4088,,
1585,pbcid1,box1,572,,bid572,,
1586,pbcid1,box1,2746,,bid2746,,
1587,pbcid1,box1,1857,,bid5157,,
1588,pbcid1,box1,594,,bid594,,
1589,pbcid1,box1,1793,,bid1793,,
1590,pbcid1,box1,1201,,bid1201,,
1591,pbcid1,box1,1527,,bid4827,,
1592,pbcid1,box1,3067,,bid6367,,
1593,pbcid1,box1,1198,,bid4498,,
1594,pbcid1,box1,2404,,bid5704,,
1595,pbcid1,box1,2224,,bid2224,,
1596,pbcid1,box1,438,,bid438,,
1597,pbcid1,box1,2976,,bid2976,,
1598,pbcid1,box1,3037,,bid3037,,
1599,pbcid1,box1,1583,,bid1583,,
1600,pbcid1,box1,2015,,bid2015,,
1601,pbcid1,box1,1842,,bid5142,,
1602,pbcid1,box1,1884,,bid5184,,
1603,pbcid1,box1,1383,,bid4683,,
1604,pbcid1,box1,1165,,bid1165,,
1605,pbcid1,box1,2177,,bid5477,,
1606,pbcid1,box1,56,,bid56,,
1607,pbcid1,box1,1012,,bid4312,,
1608,pbcid1,box1,87,,bid3387,,
1609,pbcid1,box1,1449,,bid1449,,
1610,pbcid1,box1,2478,,bid5778,,
1611,pbcid1,box1,2611,,bid5911,,
1612,pbcid1,box1,1227,,bid4527,,
1613,pbcid1,box1,286,,bid3586,,
1614,pbcid1,box1,1259,,bid1259,,
1615,pbcid1,box1,316,,bid3616,,
1616,pbcid1,box1,2128,,bid5428,,
1617,pbcid1,box1,2681,,bid5981,,
1618,pbcid1,box1,982,,bid982,,
1619,pbcid1,box1,987,,bid987,,
1620,pbcid1,box1,2526,,bid2526,,
1621,pbcid1,box1,3044,,bid3044,,
1622,pbcid1,box1,2391,,bid2391,,
1623,pbcid1,box1,1838,,bid1838,,
1624,pbcid1,box1,1931,,bid1931,,
1625,pbcid1,box1,311,,bid311,,
1626,pbcid1,box1,1566,,bid4866,,
1627,pbcid1,box1,1929,,bid5229,,
1628,pbcid1,box1,2685,,bid5985,,
1629,pbcid1,box1,2599,,bid2599,,
1630,pbcid1,box1,820,,bid4120,,
1631,pbcid1,box1,215,,bid215,,
1632,pbcid1,box1,1722,,bid1722,,
1633,pbcid1,box1,2949,,bid6249,,
1634,pbcid1,box1,877,,bid877,,
1635,pbcid1,box1,2688,,bid5988,,
1636,pbcid1,box1,2529,,bid2529,,
1637,pbcid1,box1,3061,,bid3061,,
1638,pbcid1,box1,1723,,bid5023,,
1639,pbcid1,box1,527,,bid3827,,
1640,pbcid1,box1,743,,bid4043,,
1641,pbcid1,box1,3034,,bid6334,,
1642,pbcid1,box1,1556,,bid1556,,
1643,pbcid1,box1,1847,,bid5147,,
1644,pbcid1,box1,1044,,bid1044,,
1645,pbcid1,box1,2222,,bid2222,,
1646,pbcid1,box1,663,,bid663,,
1647,pbcid1,box1,2176,,bid5476,,
1648,pbcid1,box1,2614,,bid2614,,
1649,pbcid1,box1,2294,,bid5594,,
1650,pbcid1,box1,1488,,bid1488,,
1651,pbcid1,box1,1824,,bid5124,,
1652,pbcid1,box1,544,,bid544,,
1653,pbcid1,box1,1515,,bid4815,,
1654,pbcid1,box1,119,,bid119,,
1655,pbcid1,box1,8,,bid3308,,
1656,pbcid1,box1,297,,bid3597,,
1657,pbcid1,box1,2650,,bid5950,,
1658,pbcid1,box1,1817,,bid5117,,
1659,pbcid1,box1,2970,,bid2970,,
1660,pbcid1,box1,2512,,bid5812,,
1661,pbcid1,box1,2813,,bid6113,,
1662,pbcid1,box1,355,,bid3655,,
1663,pbcid1,box1,2012,,bid5312,,
1664,pbcid1,box1,2365,,bid5665,,
1665,pbcid1,box1,1601,,bid4901,,
1666,pbcid1,box1,1102,,bid1102,,
1667,pbcid1,box1,2998,,bid2998,,
1668,pbcid1,box1,170,,bid170,,
1669,pbcid1,box1,1631,,bid4931,,
1670,pbcid1,box1,597,,bid597,,
1671,pbcid1,box1,312,,bid312,,
1672,pbcid1,box1,1911,,bid5211,,
1673,pbcid1,box1,706,,bid706,,
1674,pbcid1,box1,500,,bid500,,
1675,pbcid1,box1,2602,,bid5902,,
1676,pbcid1,box1,2401,,bid2401,,
1677,pbcid1,box1,2484,,bid5784,,
1678,pbcid1,box1,2891,,bid6191,,
1679,pbcid1,box1,2319,,bid2319,,
1680,pbcid1,box1,2625,,bid2625,,
1681,pbcid1,box1,3120,,bid3120,,
1682,pbcid1,box1,1055,,bid1055,,
1683,pbcid1,box1,1349,,bid4649,,
1684,pbcid1,box1,998,,bid4298,,
1685,pbcid1,box1,1299,,bid4599,,
1686,pbcid1,box1,1752,,bid5052,,
1687,pbcid1,box1,2443,,bid2443,,
1688,pbcid1,box1,3245,,bid3245,,
1689,pbcid1,box1,3000,,bid6300,,
1690,pbcid1,box1,1152,,bid4452,,
1691,pbcid1,box1,3212,,bid3212,,
1692,pbcid1,box1,455,,bid455,,
1693,pbcid1,box1,2282,,bid5582,,
1694,pbcid1,box1,2861,,bid2861,,
1695,pbcid1,box1,825,,bid4125,,
1696,pbcid1,box1,1751,,bid1751,,
1697,pbcid1,box1,1545,,bid1545,,
1698,pbcid1,box1,2527,,bid2527,,
1699,pbcid1,box1,2100,,bid5400,,
1700,pbcid1,box1,885,,bid885,,
1701,pbcid1,box1,1080,,bid4380,,
1702,pbcid1,box1,3022,,bid3022,,
1703,pbcid1,box1,2473,,bid2473,,
1704,pbcid1,box1,1895,,bid5195,,
1705,pbcid1,box1,2425,,bid5725,,
1706,pbcid1,box1,1344,,bid1344,,
1707,pbcid1,box1,1814,,bid5114,,
1708,pbcid1,box1,812,,bid4112,,
1709,pbcid1,box1,2153,,bid5453,,
1710,pbcid1,box1,2035,,bid2035,,
1711,pbcid1,box1,3276,,bid3276,,
1712,pbcid1,box1,1923,,bid5223,,
1713,pbcid1,box1,2076,,bid5376,,
1714,pbcid1,box1,776,,bid776,,
1715,pbcid1,box1,2006,,bid2006,,
1716,pbcid1,box1,2220,,bid5520,,
1717,pbcid1,box1,102,,bid3402,,
1718,pbcid1,box1,1868,,bid1868,,
1719,pbcid1,box1,1458,,bid4758,,
1720,pbcid1,box1,119,,bid3419,,
1721,pbcid1,box1,581,,bid3881,,
1722,pbcid1,box1,3019,,bid3019,,
1723,pbcid1,box1,190,,bid3490,,
1724,pbcid1,box1,898,,bid4198,,
1725,pbcid1,box1,1282,,bid1282,,
1726,pbcid1,box1,924,,bid924,,
1727,pbcid1,box1,120,,bid120,,
1728,pbcid1,box1,906,,bid4206,,
1729,pbcid1,box1,2090,,bid5390,,
1730,pbcid1,box1,854,,bid4154,,
1731,pbcid1,box1,2793,,bid6093,,
1732,pbcid1,box1,3253,,bid3253,,
1733,pbcid1,box1,3044,,bid6344,,
1734,pbcid1,box1,240,,bid3540,,
1735,pbcid1,box1,2143,,bid5443,,
1736,pbcid1,box1,2105,,bid2105,,
1737,pbcid1,box1,1336,,bid4636,,
1738,pbcid1,box1,2537,,bid2537,,
1739,pbcid1,box1,1562,,bid4862,,
1740,pbcid1,box1,1948,,bid1948,,
1741,pbcid1,box1,2645,,bid5945,,
1742,pbcid1,box1,2162,,bid2162,,
1743,pbcid1,box1,1534,,bid4834,,
1744,pbcid1,box1,1151,,bid1151,,
1745,pbcid1,box1,1146,,bid4446,,
1746,pbcid1,box1,2497,,bid2497,,
1747,pbcid1,box1,2460,,bid5760,,
1748,pbcid1,box1,1544,,bid1544,,
1749,pbcid1,box1,338,,bid338,,
1750,pbcid1,box1,1256,,bid4556,,
1751,pbcid1,box1,1386,,bid4686,,
1752,pbcid1,box1,2326,,bid2326,,
1753,pbcid1,box1,1271,,bid4571,,
1754,pbcid1,box1,2241,,bid5541,,
1755,pbcid1,box1,1501,,bid1501,,
1756,pbcid1,box1,109,,bid109,,
1757,pbcid1,box1,439,,bid3739,,
1758,pbcid1,box1,2892,,bid6192,,
1759,pbcid1,box1,1041,,bid1041,,
1760,pbcid1,box1,2761,,bid6061,,
1761,pbcid1,box1,3012,,bid6312,,
1762,pbcid1,box1,2756,,bid2756,,
1763,pbcid1,box1,1428,,bid4728,,
1764,pbcid1,box1,1514,,bid1514,,
1765,pbcid1,box1,1526,,bid4826,,
1766,pbcid1,box1,999,,bid4299,,
1767,pbcid1,box1,1525,,bid4825,,
1768,pbcid1,box1,402,,bid402,,
1769,pbcid1,box1,1748,,bid1748,,
1770,pbcid1,box1,2292,,bid2292,,
1771,pbcid1,box1,1893,,bid1893,,
1772,pbcid1,box1,1717,,bid1717,,
1773,pbcid1,box1,1014,,bid4314,,
1774,pbcid1,box1,1111,,bid1111,,
1775,pbcid1,box1,486,,bid486,,
1776,pbcid1,box1,2613,,bid2613,,
1777,pbcid1,box1,1309,,bid1309,,
1778,pbcid1,box1,3097,,bid3097,,
1779,pbcid1,box1,2291,,bid5591,,
1780,pbcid1,box1,299,,bid3599,,
1781,pbcid1,box1,446,,bid446,,
1782,pbcid1,box1,1760,,bid5060,,
1783,pbcid1,box1,827,,bid4127,,
1784,pbcid1,box1,671,,bid671,,
1785,pbcid1,box1,2495,,bid2495,,
1786,pbcid1,box1,1763,,bid5063,,
1787,pbcid1,box1,2494,,bid5794,,
1788,pbcid1,box1,2831,,bid6131,,
1789,pbcid1,box1,1596,,bid1596,,
1790,pbcid1,box1,1089,,bid4389,,
1791,pbcid1,box1,2594,,bid2594,,
1792,pbcid1,box1,2703,,bid6003,,
1793,pbcid1,box1,3185,,bid3185,,
1794,pbcid1,box1,658,,bid658,,
1795,pbcid1,box1,1294,,bid1294,,
1796,pbcid1,box1,2956,,bid2956,,
1797,pbcid1,box1,2889,,bid6189,,
1798,pbcid1,box1,1528,,bid4828,,
1799,pbcid1,box1,2423,,bid5723,,
1800,pbcid1,box1,939,,bid4239,,
1801,pbcid1,box1,2189,,bid2189,,
1802,pbcid1,box1,871,,bid871,,
1803,pbcid1,box1,3024,,bid3024,,
1804,pbcid1,box1,1039,,bid4339,,
1805,pbcid1,box1,1054,,bid1054,,
1806,pbcid1,box1,1437,,bid1437,,
1807,pbcid1,box1,596,,bid3896,,
1808,pbcid1,box1,2864,,bid6164,,
1809,pbcid1,box1,2894,,bid6194,,
1810,pbcid1,box1,2708,,bid6008,,
1811,pbcid1,box1,2995,,bid6295,,
1812,pbcid1,box1,2542,,bid2542,,
1813,pbcid1,box1,857,,bid857,,
1814,pbcid1,box1,1196,,bid4496,,
1815,pbcid1,box1,1710,,bid5010,,
1816,pbcid1,box1,2785,,bid2785,,
1817,pbcid1,box1,2933,,bid6233,,
1818,pbcid1,box1,2314,,bid2314,,
1819,pbcid1,box1,1025,,bid1025,,
1820,pbcid1,box1,797,,bid4097,,
1821,pbcid1,box1,2379,,bid2379,,
1822,pbcid1,box1,2655,,bid2655,,
1823,pbcid1,box1,608,,bid608,,
1824,pbcid1,box1,1884,,bid1884,,
1825,pbcid1,box1,429,,bid429,,
1826,pbcid1,box1,1100,,bid4400,,
1827,pbcid1,box1,556,,bid556,,
1828,pbcid1,box1,2032,,bid2032,,
1829,pbcid1,box1,35,,bid3335,,
1830,pbcid1,box1,2431,,bid2431,,
1831,pbcid1,box1,158,,bid158,,
1832,pbcid1,box1,667,,bid667,,
1833,pbcid1,box1,673,,bid3973,,
1834,pbcid1,box1,2457,,bid5757,,
1835,pbcid1,box1,19,,bid3319,,
1836,pbcid1,box1,2555,,bid2555,,
1837,pbcid1,box1,1527,,bid1527,,
1838,pbcid1,box1,2238,,bid2238,,
1839,pbcid1,box1,853,,bid4153,,
1840,pbcid1,box1,1693,,bid1693,,
1841,pbcid1,box1,488,,bid3788,,
1842,pbcid1,box1,883,,bid883,,
1843,pbcid1,box1,1952,,bid5252,,
1844,pbcid1,box1,1475,,bid1475,,
1845,pbcid1,box1,2417,,bid2417,,
1846,pbcid1,box1,1670,,bid4970,,
1847,pbcid1,box1,2811,,bid6111,,
1848,pbcid1,box1,2085,,bid5385,,
1849,pbcid1,box1,1796,,bid1796,,
1850,pbcid1,box1,3080,,bid6380,,
1851,pbcid1,box1,190,,bid190,,
1852,pbcid1,box1,1085,,bid1085,,
1853,pbcid1,box1,2303,,bid2303,,
1854,pbcid1,box1,252,,bid252,,
1855,pbcid1,box1,3209,,bid3209,,
1856,pbcid1,box1,1189,,bid4489,,
1857,pbcid1,box1,531,,bid531,,
1858,pbcid1,box1,1397,,bid4697,,
1859,pbcid1,box1,599,,bid3899,,
1860,pbcid1,box1,2774,,bid2774,,
1861,pbcid1,box1,2777,,bid2777,,
1862,pbcid1,box1,785,,bid785,,
1863,pbcid1,box1,136,,bid136,,
1864,pbcid1,box1,2620,,bid5920,,
1865,pbcid1,box1,1649,,bid4949,,
1866,pbcid1,box1,1930,,bid5230,,
1867,pbcid1,box1,1120,,bid4420,,
1868,pbcid1,box1,2982,,bid2982,,
1869,pbcid1,box1,2909,,bid2909,,
1870,pbcid1,box1,2466,,bid5766,,
1871,pbcid1,box1,1411,,bid1411,,
1872,pbcid1,box1,2314,,bid5614,,
1873,pbcid1,box1,1650,,bid1650,,
1874,pbcid1,box1,536,,bid3836,,
1875,pbcid1,box1,298,,bid298,,
1876,pbcid1,box1,700,,bid700,,
1877,pbcid1,box1,2325,,bid5625,,
1878,pbcid1,box1,2633,,bid2633,,
1879,pbcid1,box1,2754,,bid6054,,
1880,pbcid1,box1,709,,bid709,,
1881,pbcid1,box1,273,,bid273,,
1882,pbcid1,box1,1472,,bid4772,,
1883,pbcid1,box1,505,,bid505,,
1884,pbcid1,box1,3027,,bid3027,,
1885,pbcid1,box1,1643,,bid1643,,
1886,pbcid1,box1,196,,bid196,,
1887,pbcid1,box1,803,,bid803,,
1888,pbcid1,box1,1132,,bid1132,,
1889,pbcid1,box1,1216,,bid4516,,
1890,pbcid1,box1,2557,,bid2557,,
1891,pbcid1,box1,1101,,bid4401,,
1892,pbcid1,box1,2619,,bid5919,,
1893,pbcid1,box1,1272,,bid1272,,
1894,pbcid1,box1,1829,,bid1829,,
1895,pbcid1,box1,2430,,bid5730,,
1896,pbcid1,box1,2540,,bid2540,,
1897,pbcid1,box1,3063,,bid6363,,
1898,pbcid1,box1,2313,,bid5613,,
1899,pbcid1,box1,512,,bid512,,
1900,pbcid1,box1,1065,,bid1065,,
1901,pbcid1,box1,2901,,bid6201,,
1902,pbcid1,box1,1506,,bid4806,,
1903,pbcid1,box1,2558,,bid2558,,
1904,pbcid1,box1,514,,bid514,,
1905,pbcid1,box1,2988,,bid2988,,
1906,pbcid1,box1,1300,,bid4600,,
1907,pbcid1,box1,814,,bid4114,,
1908,pbcid1,box1,1236,,bid1236,,
1909,pbcid1,box1,2158,,bid2158,,
1910,pbcid1,box1,1380,,bid1380,,
1911,pbcid1,box1,54,,bid54,,
1912,pbcid1,box1,2902,,bid6202,,
1913,pbcid1,box1,410,,bid3710,,
1914,pbcid1,box1,1105,,bid1105,,
1915,pbcid1,box1,1512,,bid1512,,
1916,pbcid1,box1,2135,,bid5435,,
1917,pbcid1,box1,2120,,bid2120,,
1918,pbcid1,box1,1503,,bid4803,,
1919,pbcid1,box1,1926,,bid5226,,
1920,pbcid1,box1,376,,bid376,,
1921,pbcid1,box1,973,,bid973,,
1922,pbcid1,box1,826,,bid4126,,
1923,pbcid1,box1,3125,,bid3125,,
1924,pbcid1,box1,1451,,bid1451,,
1925,pbcid1,box1,2938,,bid6238,,
1926,pbcid1,box1,772,,bid772,,
1927,pbcid1,box1,2042,,bid5342,,
1928,pbcid1,box1,3028,,bid3028,,
1929,pbcid1,box1,543,,bid543,,
1930,pbcid1,box1,1267,,bid1267,,
1931,pbcid1,box1,2732,,bid2732,,
1932,pbcid1,box1,1502,,bid1502,,
1933,pbcid1,box1,2967,,bid2967,,
1934,pbcid1,box1,615,,bid615,,
1935,pbcid1,box1,1124,,bid1124,,
1936,pbcid1,box1,2456,,bid2456,,
1937,pbcid1,box1,754,,bid754,,
1938,pbcid1,box1,2747,,bid2747,,
1939,pbcid1,box1,1938,,bid1938,,
1940,pbcid1,box1,579,,bid579,,
1941,pbcid1,box1,1625,,bid1625,,
1942,pbcid1,box1,1791,,bid1791,,
1943,pbcid1,box1,2926,,bid2926,,
1944,pbcid1,box1,2160,,bid5460,,
1945,pbcid1,box1,564,,bid564,,
1946,pbcid1,box1,1693,,bid4993,,
1947,pbcid1,box1,2017,,bid5317,,
1948,pbcid1,box1,996,,bid996,,
1949,pbcid1,box1,241,,bid241,,
1950,pbcid1,box1,1352,,bid1352,,
1951,pbcid1,box1,1086,,bid4386,,
1952,pbcid1,box1,2842,,bid6142,,
1953,pbcid1,box1,1575,,bid4875,,
1954,pbcid1,box1,2810,,bid2810,,
1955,pbcid1,box1,3149,,bid3149,,
1956,pbcid1,box1,2736,,bid6036,,
1957,pbcid1,box1,2181,,bid5481,,
1958,pbcid1,box1,13,,bid13,,
1959,pbcid1,box1,3270,,bid3270,,
1960,pbcid1,box1,757,,bid757,,
1961,pbcid1,box1,921,,bid4221,,
1962,pbcid1,box1,150,,bid150,,
1963,pbcid1,box1,677,,bid3977,,
1964,pbcid1,box1,1432,,bid1432,,
1965,pbcid1,box1,138,,bid138,,
1966,pbcid1,box1,2947,,bid2947,,
1967,pbcid1,box1,398,,bid398,,
1968,pbcid1,box1,540,,bid3840,,
1969,pbcid1,box1,2887,,bid2887,,
1970,pbcid1,box1,908,,bid908,,
1971,pbcid1,box1,2669,,bid5969,,
1972,pbcid1,box1,865,,bid865,,
1973,pbcid1,box1,676,,bid676,,
1974,pbcid1,box1,2713,,bid2713,,
1975,pbcid1,box1,1841,,bid1841,,
1976,pbcid1,box1,132,,bid132,,
1977,pbcid1,box1,1611,,bid4911,,
1978,pbcid1,box1,1374,,bid4674,,
1979,pbcid1,box1,1069,,bid4369,,
1980,pbcid1,box1,1149,,bid4449,,
1981,pbcid1,box1,1518,,bid4818,,
1982,pbcid1,box1,2113,,bid5413,,
1983,pbcid1,box1,1962,,bid1962,,
1984,pbcid1,box1,1382,,bid1382,,
1985,pbcid1,box1,1229,,bid1229,,
1986,pbcid1,box1,2295,,bid2295,,
1987,pbcid1,box1,1377,,bid1377,,
1988,pbcid1,box1,688,,bid3988,,
1989,pbcid1,box1,297,,bid297,,
1990,pbcid1,box1,304,,bid3604,,
1991,pbcid1,box1,266,,bid3566,,
1992,pbcid1,box1,2259,,bid2259,,
1993,pbcid1,box1,260,,bid260,,
1994,pbcid1,box1,1241,,bid4541,,
1995,pbcid1,box1,415,,bid3715,,
1996,pbcid1,box1,1656,,bid4956,,
1997,pbcid1,box1,1781,,bid5081,,
1998,pbcid1,box1,2488,,bid2488,,
1999,pbcid1,box1,2320,,bid5620,,
2000,pbcid1,box1,2815,,bid6115,,
2001,pbcid1,box1,2480,,bid2480,,
2002,pbcid1,box1,2127,,bid2127,,
2003,pbcid1,box1,625,,bid3925,,
2004,pbcid1,box1,2350,,bid2350,,
2005,pbcid1,box1,1856,,bid5156,,
2006,pbcid1,box1,1754,,bid5054,,
2007,pbcid1,box1,2373,,bid5673,,
2008,pbcid1,box1,3076,,bid3076,,
2009,pbcid1,box1,654,,bid654,,
2010,pbcid1,box1,1188,,bid1188,,
2011,pbcid1,box1,105,,bid105,,
2012,pbcid1,box1,2632,,bid5932,,
2013,pbcid1,box1,2906,,bid6206,,
2014,pbcid1,box1,1156,,bid1156,,
2015,pbcid1,box1,2658,,bid2658,,
2016,pbcid1,box1,957,,bid4257,,
2017,pbcid1,box1,1547,,bid4847,,
2018,pbcid1,box1,991,,bid991,,
2019,pbcid1,box1,989,,bid4289,,
2020,pbcid1,box1,2375,,bid2375,,
2021,pbcid1,box1,279,,bid3579,,
2022,pbcid1,box1,2876,,bid6176,,
2023,pbcid1,box1,358,,bid358,,
2024,pbcid1,box1,1981,,bid5281,,
2025,pbcid1,box1,2860,,bid6160,,
2026,pbcid1,box1,1738,,bid1738,,
2027,pbcid1,box1,17,,bid17,,
2028,pbcid1,box1,3254,,bid3254,,
2029,pbcid1,box1,2408,,bid2408,,
2030,pbcid1,box1,2305,,bid2305,,
2031,pbcid1,box1,2852,,bid2852,,
2032,pbcid1,box1,1425,,bid1425,,
2033,pbcid1,box1,2284,,bid5584,,
2034,pbcid1,box1,91,,bid91,,
2035,pbcid1,box1,2745,,bid6045,,
2036,pbcid1,box1,1762,,bid5062,,
2037,pbcid1,box1,1979,,bid5279,,
2038,pbcid1,box1,1958,,bid5258,,
2039,pbcid1,box1,2614,,bid5914,,
2040,pbcid1,box1,2927,,bid6227,,
2041,pbcid1,box1,958,,bid958,,
2042,pbcid1,box1,377,,bid3677,,
2043,pbcid1,box1,2794,,bid6094,,
2044,pbcid1,box1,2556,,bid5856,,
2045,pbcid1,box1,1680,,bid1680,,
2046,pbcid1,box1,1631,,bid1631,,
2047,pbcid1,box1,2822,,bid6122,,
2048,pbcid1,box1,818,,bid4118,,
2049,pbcid1,box1,2416,,bid5716,,
2050,pbcid1,box1,574,,bid574,,
2051,pbcid1,box1,3056,,bid6356,,
2052,pbcid1,box1,2637,,bid2637,,
2053,pbcid1,box1,2166,,bid5466,,
2054,pbcid1,box1,553,,bid3853,,
2055,pbcid1,box1,879,,bid879,,
2056,pbcid1,box1,1628,,bid4928,,
2057,pbcid1,box1,1518,,bid1518,,
2058,pbcid1,box1,400,,bid400,,
2059,pbcid1,box1,3277,,bid3277,,
2060,pbcid1,box1,1850,,bid1850,,
2061,pbcid1,box1,941,,bid941,,
2062,pbcid1,box1,1594,,bid1594,,
2063,pbcid1,box1,194,,bid3494,,
2064,pbcid1,box1,1475,,bid4775,,
2065,pbcid1,box1,1862,,bid1862,,
2066,pbcid1,box1,2545,,bid5845,,
2067,pbcid1,box1,302,,bid3602,,
2068,pbcid1,box1,737,,bid4037,,
2069,pbcid1,box1,2848,,bid6148,,
2070,pbcid1,box1,1302,,bid1302,,
2071,pbcid1,box1,1255,,bid1255,,
2072,pbcid1,box1,2570,,bid5870,,
2073,pbcid1,box1,1938,,bid5238,,
2074,pbcid1,box1,1845,,bid5145,,
2075,pbcid1,box1,2063,,bid2063,,
2076,pbcid1,box1,914,,bid914,,
2077,pbcid1,box1,346,,bid346,,
2078,pbcid1,box1,1649,,bid1649,,
2079,pbcid1,box1,287,,bid287,,
2080,pbcid1,box1,2149,,bid5449,,
2081,pbcid1,box1,1939,,bid5239,,
2082,pbcid1,box1,3256,,bid3256,,
2083,pbcid1,box1,3188,,bid3188,,
2084,pbcid1,box1,1852,,bid1852,,
2085,pbcid1,box1,634,,bid634,,
2086,pbcid1,box1,2362,,bid2362,,
2087,pbcid1,box1,1176,,bid1176,,
2088,pbcid1,box1,1757,,bid1757,,
2089,pbcid1,box1,1766,,bid1766,,
2090,pbcid1,box1,2353,,bid5653,,
2091,pbcid1,box1,546,,bid3846,,
2092,pbcid1,box1,2209,,bid5509,,
2093,pbcid1,box1,28,,bid3328,,
2094,pbcid1,box1,251,,bid251,,
2095,pbcid1,box1,776,,bid4076,,
2096,pbcid1,box1,1485,,bid1485,,
2097,pbcid1,box1,1154,,bid1154,,
2098,pbcid1,box1,4,,bid3304,,
2099,pbcid1,box1,622,,bid3922,,
2100,pbcid1,box1,2728,,bid2728,,
2101,pbcid1,box1,2469,,bid5769,,
2102,pbcid1,box1,1927,,bid5227,,
2103,pbcid1,box1,2427,,bid2427,,
2104,pbcid1,box1,2793,,bid2793,,
2105,pbcid1,box1,263,,bid263,,
2106,pbcid1,box1,1965,,bid1965,,
2107,pbcid1,box1,3292,,bid3292,,
2108,pbcid1,box1,526,,bid526,,
2109,pbcid1,box1,1381,,bid1381,,
2110,pbcid1,box1,1460,,bid1460,,
2111,pbcid1,box1,2270,,bid2270,,
2112,pbcid1,box1,1205,,bid4505,,
2113,pbcid1,box1,704,,bid4004,,
2114,pbcid1,box1,1684,,bid4984,,
2115,pbcid1,box1,761,,bid4061,,
2116,pbcid1,box1,3032,,bid3032,,
2117,pbcid1,box1,1877,,bid1877,,
2118,pbcid1,box1,2340,,bid2340,,
2119,pbcid1,box1,1335,,bid4635,,
2120,pbcid1,box1,1402,,bid4702,,
2121,pbcid1,box1,1556,,bid4856,,
2122,pbcid1,box1,1954,,bid1954,,
2123,pbcid1,box1,5,,bid3305,,
2124,pbcid1,box1,1661,,bid4961,,
2125,pbcid1,box1,420,,bid420,,
2126,pbcid1,box1,380,,bid380,,
2127,pbcid1,box1,791,,bid791,,
2128,pbcid1,box1,1101,,bid1101,,
2129,pbcid1,box1,1235,,bid1235,,
2130,pbcid1,box1,2307,,bid2307,,
2131,pbcid1,box1,573,,bid3873,,
2132,pbcid1,box1,1262,,bid4562,,
2133,pbcid1,box1,2578,,bid5878,,
2134,pbcid1,box1,2463,,bid5763,,
2135,pbcid1,box1,570,,bid3870,,
2136,pbcid1,box1,1060,,bid1060,,
2137,pbcid1,box1,859,,bid4159,,
2138,pbcid1,box1,2839,,bid2839,,
2139,pbcid1,box1,308,,bid308,,
2140,pbcid1,box1,2135,,bid2135,,
2141,pbcid1,box1,215,,bid3515,,
2142,pbcid1,box1,2958,,bid2958,,
2143,pbcid1,box1,2178,,bid5478,,
2144,pbcid1,box1,2355,,bid2355,,
2145,pbcid1,box1,2671,,bid2671,,
2146,pbcid1,box1,894,,bid4194,,
2147,pbcid1,box1,1898,,bid1898,,
2148,pbcid1,box1,2031,,bid2031,,
2149,pbcid1,box1,2317,,bid5617,,
2150,pbcid1,box1,2941,,bid6241,,
2151,pbcid1,box1,186,,bid186,,
2152,pbcid1,box1,1965,,bid5265,,
2153,pbcid1,box1,1644,,bid4944,,
2154,pbcid1,box1,168,,bid168,,
2155,pbcid1,box1,1994,,bid5294,,
2156,pbcid1,box1,76,,bid76,,
2157,pbcid1,box1,1970,,bid5270,,
2158,pbcid1,box1,1494,,bid4794,,
2159,pbcid1,box1,3060,,bid6360,,
2160,pbcid1,box1,656,,bid3956,,
2161,pbcid1,box1,1880,,bid5180,,
2162,pbcid1,box1,2243,,bid2243,,
2163,pbcid1,box1,2469,,bid2469,,
2164,pbcid1,box1,594,,bid3894,,
2165,pbcid1,box1,1313,,bid1313,,
2166,pbcid1,box1,3138,,bid3138,,
2167,pbcid1,box1,2129,,bid2129,,
2168,pbcid1,box1,1572,,bid1572,,
2169,pbcid1,box1,2927,,bid2927,,
